Cod_Loc,IdProvincia,IdDepartamento,Categoria,Provincia,Localidad,Nombre,Domicilio,CP,Telefono,Mail,Web
6623100,6,6623,Editoriales de Libros,Buenos Aires,Pergamino,Rodriguez Leonardo Daniel,Pergamino 533,1406.0,157372256,,
6638040,6,6638,Editoriales de Libros,Buenos Aires,Pilar,Casa Nazarena de Publicaciones,Av. Pte. Peron 3251,1635.0,488028,,
6638040,6,6638,Editoriales de Libros,Buenos Aires,Pilar,M. Laffitte Ediciones,Av. Pte. PerÃ³n 3251,,27390143,mlaffitteediciones@gmail.com,https://marcelolaffitte.mercadoshops.com.ar/
6658010,6,6658,Editoriales de Libros,Buenos Aires,Quilmes,Editorial de la Universidad de Quilmes,Roque Saenz Pena 352,1878.0,43657100,editorial@unq.edu.ar,www.unq.edu.ar
6658010,6,6658,Editoriales de Libros,Buenos Aires,Quilmes,Jarmat,Boedo 1317,1878.0,20647622,juan.jarmat@gmail.com,
6658010,6,6658,Editoriales de Libros,Buenos Aires,Quilmes,Landeira,Av. Andres Baranda 62,1878.0,42241175,,
6658010,6,6658,Editoriales de Libros,Buenos Aires,Quilmes,Tiempo Sur Ediciones,Mitre 531,1878.0,42243318,tiemposur@argentina.com,
6749010,6,6749,Editoriales de Libros,Buenos Aires,San Fernando,El Buen Libro,Henry Dunant 1360,1646.0,67659949,,
6749010,6,6749,Editoriales de Libros,Buenos Aires,San Fernando,Milena Caserola,Constitucion 2722,1646.0,47442611,losreck@hotmail.com,http://milenacaserola.blogspot.com/
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,"Antroposofica, Editorial",El Indio 1837,1607.0,45096538,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Arcadia Argentina Ediciones,Hipolito Yrigoyen 1125,,47988962,edicion@arcadiaediciones.com,arcadiaediciones.com
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Del Cami Latina,Intendente Alfaro 109,1641.0,47322266,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Ediciones Del Pulpo Negro,Uruguay 802,1643.0,47420848,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Editorial Estrada S.A.,Av. Blanco Encalada 104,1609.0,47088000,,www.editorialestrada.com.ar
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,EVIA Ediciones,Billinghurst 460,,47236243,info@eviaediciones.com,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Grupo Union,Caseros 916,1642.0,48273744,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Kel,Emilio Frers 2228,,47175603,info@kel-ediciones.com,www.kelediciones.com
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Macmillan Publishers S.A.,Av. Blanco Encalada 104,1609.0,47088000,,www.grupomacmillan.com.ar
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Maizal Ediciones,MuÃ±iz 438,1640.0,47929496,,www.maizal.com
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,My Special Book,Obispo Terrero 1546,1642.0,47634888,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Pistarelli Alejandro Jorge,Magallanes 906,1642.0,1531960713,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Puerto De Palos / CÃ¡ntaro,Av. Blanco Encalada 104,1609.0,49021093,ar.catalogaciones@macmillaneducation.com,puertodepalos.com.ar
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Sandi Horacio Gustavo,Castro Barros 2131,1640.0,1540415210,,
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Unishop S.A. / Boutique Del Libro,Arenales 2048,1640.0,424750,,www.boutiquedellibro.com.ar
6756010,6,6756,Editoriales de Libros,Buenos Aires,San Isidro,Vicens Vives Argentina,Centenario 1528,,47437677,mjimenez@vicensvives.com.ar,www.vicensvives.com.ar
6760010,6,6760,Editoriales de Libros,Buenos Aires,San Miguel,Libros Condor,Lago Traful 1350,1661.0,1565956740,,
6763050,6,6763,Editoriales de Libros,Buenos Aires,San Nicolas de los Arroyos,YaguarÃ³n Ediciones,BenÃ­tez 123,,4431921,pedrodevicari@hotmail.com,
6791050,6,6791,Editoriales de Libros,Buenos Aires,Tandil,Editorial UNICEN,Pinto 399,,4422000,,www.unicen.edu.ar
6805010,6,6805,Editoriales de Libros,Buenos Aires,Tigre,Ledargsa SA,Av. General Belbrano 2813,,Â 47270543,,https://www.lexuseditores.com/argentina/
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,AqL / Ãlide Editores,Jonas Salk 1279,1692.0,52933628,edicionesaql@yahoo.com.ar,
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,Dosyuna Ediciones Argentinas,Alianza 586,,46579183,,www.dosyunaediciones.com.ar
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,Ediciones Enepe,Dante 4065,1676.0,47592930,,
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,EDUNTREF,ValentÃ­n GÃ³mez 4838,1676.0,45196010,distribucioneduntref@untref.edu.ar,http://eduntref.com.ar
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,Gradifco,Viamonte 2632,1678.0,47505688,info@gradifco.com.ar,http://www.gradifco.com.ar
6840010,6,6840,Editoriales de Libros,Buenos Aires,Tres de Febrero,Imaginate Editorial,Florentino Ameghino 3206,,,editorialimaginante@hotmail.com,http://www.editorialimaginante.com.ar/
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,A.C.E.S.,Av. San Martin 4555,1604.0,55444800,,https://editorialaces.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Barcelbaires,Av. Del Libertador 650,1638.0,49619001,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Bookfactory.Com Srl,Beruti 1560,1602.0,47602300,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Cauquen Editora,Estanislao del Campo 1159,,1544064275,rosacolombo@arnet.com.ar,rosacolombo.weebly.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Dirac Dist. S.A,Av. Cnel. Francisco Uzal 3556,,47992008,,www.sddistribuciones.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Editorial MÃ©dica AWWE,Uspallata 735,1638.0,47978662,,http://www.emawwe.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Grama Ediciones,Av. Maipu 3511,1636.0,52932275,,www.gramaediciones.com.ar
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,"Kairos, Ediciones",Caseros 1275,1602.0,47963306,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,La Revisteria Comics,Uzal 3560,1636.0,,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Lenguaje Claro Editora,Portugal 2951,1605.0,,getenner@lenguajeclaro.com,www.lenguajeclaro.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Patagonia Sur Libros,Curupayti 1476/80,1607.0,,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,PequeÃ±a Hoja Editor,L. De La Torre 274,1638.0,,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,"Photo Design, Ediciones",Av. Maipu 1335,1638.0,,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Quondam,Gobernador Vernet 520,1638.0,,,
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,"Valletta, Ediciones",Laprida 1780,1602.0,,,www.vallettaediciones.com
6861010,6,6861,Editoriales de Libros,Buenos Aires,Vicente Lopez,Wolkowicz Editores,General Martin Miguel de Guemes 2128,1638.0, 4094 6351,info@wolkowiczeditores.com.ar,
10049030,10,10049,Editoriales de Libros,Catamarca,San Fernando del Valle de Catamarca,Editorial Cientifica Universitaria,Av. Belgrano 300,4700.0,,,www.unca.edu.ar
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,Contexto,Hipolito Hirigoyen 399,3500.0,4449652,,
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,Ediciones Joselin,Rivadavia 180,9000.0,4476024,,
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,Editorial de la Universidad Nacional del Nordeste EUDENE,Las Heras 727,3500.0,4420076,editorial@ing.unne.edu.ar,unne.edu.ar
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,Jerez Editores,Ameghino 763,3500.0,431944,,
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,LibrerÃ­a de la Paz,Av. 9 de Julio 359,3500.0,,,
22140060,22,22140,Editoriales de Libros,Chaco,Resistencia,Placeres Perfectos,Av. Castelii 314,3500.0,438000,,
26021030,26,26021,Editoriales de Libros,Chubut,Comodoro Rivadavia,Vela al Viento Ediciones Patagonicas,Rivadavia 880,9000.0,,,
26014090,26,26014,Editoriales de Libros,Chubut,Lago Puelo,Espacio Hudson,Casilla de Correo NÃºmero 1,9211.0,5002745,,http://espaciohudson.com/
26007020,26,26007,Editoriales de Libros,Chubut,Puerto Madryn,Extremo Sur,Quilimbay 2564,9120.0,154592297,,
26077030,26,26077,Editoriales de Libros,Chubut,Rawson,Fondo Editorial Provincial,Federicci 216,9103.0,,,www.chubut.gov.ar
26077040,26,26077,Editoriales de Libros,Chubut,Trelew,Remitente Patagonia,Moreno 458,9100.0,154629134,remitentepatagonia@gmail.com,https://remitentepatagonia.com.ar/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,A&L Editores / Angrisani Ediciones,Jose Bonifacio 2140,,20644314,consultas@ayleditores.com.ar,www.ayleditores.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Abaco,Viamonte 1336,1053.0,43711675,,www.abacoeditorial.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Abarcar Ediciones,Pedro Goyena 1231,1406.0,62213312,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Abran Cancha, Ediciones",Gorriti 3909,1172.0,4864267,,www.abrancancha.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"ABRE, El Gato y La Caja",Teodoro Garcia 2474,,1554753011,flor@abrecultura.com,https://www.abrecultura.com/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Acercandonos Editorial / Avellaneda Edita / Editorial Bases / La PÃ¡gina del Centro /,Cochabamba 894,,43009506,acercandonos@gmail.com,www.acercandonoscultura.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ad-Hoc,Viamonte 1450?,,,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Adriana Hidalgo,Francisco De Vittoria 2324,1425.0,48037390,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Agape Libros,Jos? Cubas 3469,1419.0,45039959,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Aique Grupo Editor / Larousse Argentina,Francisco AcuÃ±a de Figueroa 352,,48654082,rmunoz@aique.com.ar,www.aique.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ajdut Israel,Moldes 2449,,47846719,patricia@adjut.com,www.adjut.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Akadia,Paraguay 2078,1121.0,49642230,,www.akadiaeditorial.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Alarco, Ediciones",Av. Diaz Velez 3393,1405.0,48649141,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Albatros,Jer?nimo Salguero 2745,1425.0,48072030,,www.albatros.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Albrematica, Editorial",Tucuman 1440,1050.0,43712806,,www.albrematica.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Alfagrama,Zapata 160,1426.0,4772995,info@alfagrama.com.ar,https://alfagrama.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Alfaomega Grupo Editor Argentino,Av. CÃ³rdoba 1215,1055.0,,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Alianza,Fco.AcuÃ±a De Figueroa 352,1180.0,48677027,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Alienta Editorial / Booket / Del Bronce / Destino / Diana / EdicionesCeac / Emec? Editores / Esencia / Espasa-Calpe / Gesti?n 2000 / Lunwerg editores / Mart?nez Roca / Minotauro / PAFP / Planeta /Planeta Lector / Seix Barral / Temas de Hoy / Timunmas / Zenith,Independencia 1668,,41249100?,info@eplaneta.com.ar,www.editorialplaneta.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Alma Lepik,Quito 4231,,49811952,,www.almalepik.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Alsina, Libreria Y Editorial",Ayacucho 1852,1112.0,43732942,,www.lealsina.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Amauta Argentina Srl,Roosevelt 4550,1431.0,45453214,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,America Libros,Lavalle 900,1047.0,43228100,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ami Books,Av. Federico Lacroze 3194,,21095163,administracion@amibooks.com.ar,https://amibooks.com.ar/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Amorrortu,Paraguay 1225,1057.0,48165812,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Anejo,Lavalle 715,1047.0,43221199,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Antidoto,Chile 1362,1098.0,43812718,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Antropofagia,Libertad 1358,,46871983,americapuan@hotmail.com,www.eantropofagia.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Argenta Sarlep,Corrientes 1250,,43816100,,www.editorialargenta.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Argentores,Pacheco de Melo 1820,,43735061,madiani@argentores.org.ar,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Argonauta, Editorial",Pe?a 2432,1125.0,48038914,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ariel / CrÃ­tica / Ediciones PenÃ­nsula / Oniro / PaidÃ³s,Av. Independencia 1668,,41429100,csenften@eplaneta.com.ar,www.paidosargentina.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ariza Julia,Tacuari 628,1071.0,43428365,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Arte A Babor,Florida 1065,1005.0,41262971,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Arterapia / Artes de la Patagonia / Chicas x Chicas / EDG / El Gato de Hojalata / Guadal / Guadal Gourmet / La central / La letra del gato / Neuronas en acci?n / X Guadal?,Humboldt 1550,,60092548,info@editorialguadal.com.ar,www.editorialguadal.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,As. Escuela Cientifica Basilio,Av. Rivadavia 4260,1205.0,49814646,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,As.A.G.A.,Hipolito Yrigoyen 1284,1086.0,43810555,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Asoc. Budista - Ibps Argentina,Av. Cramer 1733,1426.0,47869969,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Asoc. Civil Estudio De Falun Dafa,Mexico 3144,1223.0,49313378,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Astrea, Editorial",Lavalle 1208,1048.0,43821880,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Atlante,Junin 827,1113.0,49616506,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Atuel, Editorial",Julian Alvarez 813,1414.0,20649005,,www.editorialatuel.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Aurelia Rivera,Av. Belgrano 1580,,53531265,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Autoria Consultora,Riglos 108,1405.0,156224805,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,A-Z Editora SA?,Montenegro 1335,,4552505,,www.az.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Balletin Dance,Adolfo Alsina 943,1088.0,4331400,,balletindance.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Barry, Editorial",Talcahuano 638,1013.0,4383745,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Bartolome Gerardo Miguel,Matienzo 1566,1426.0,66715890,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Beeme,Antezana 212,,48544200,,http://www.editorialbeeme.com/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Betina,Montiel 249,,,,www.editorialbetina.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Biblos, Editorial",Pje. Jos? M.Giuffra 318,1064.0,43610522,,www.editorialbiblos.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Bienes Raices Ediciones,Roosevelt 2445,1428.0,47841461,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Biribetto, Editorial",French 2986,1425.0,48251058,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Blatt & Rios,Jean Jaures 55,1215.0,20671890,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Bonsai, Editorial",Av. Elcano 3316,1426.0,1533579842,,www.librosenminiatura.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Bonum,Av. Corrientes 6687,1427.0,45541414,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Bonvivant Editions,Av. Las Heras 3766,1425.0,48033569,,www. bonvivanteditions.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Book4Pocket / Ediciones Urano / Empresa Activa / Indicios / Kepler / Puck / Sombras / Terapias Verdes / Titania / Umbriel / Uranito Editores / Vintage /,Paseo Col?n 221,,43311920?,fgorostiaga@edicionesurano.com,www.edicionesurano.com.ar
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Botella al Mar,Luis Maria Agote 2280,,48038246,edicionesbotellaalmar@yahoo.com.ar,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Boutique de Ideas / Â¡AchÃ­s! / Fuentes de la historia argentina,Gral. Urquiza 20,,20068947,info@lecturacolaborativa.com,https://lecturacolaborativa.com/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Breitfeld Alfredo,Av. Santa Fe 1203,1059.0,52352675,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Brihet e Hijos SA,AgustÃ­n Magaldi 1448,,43013601,,www.mykiosco.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Buena Prensa,Ayacucho 236,1025.0,49533764,,www.buenaprensa.org
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,C.C.C. Editorial Educando,Av. Figueroa Alcorta 7350,1428.0,47889570,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,C?spide Libros,Suipacha 764,,41265858,susanaf@cuspide.com,www.cuspide.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cactus,Corrientes 3286,,63799833,editorialcactus@yahoo.com.ar,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Caja Negra Editora,Av. Hipolito Yrigoyen 4220,1212.0,49583016,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Calibroscopio,Espinosa 1581,1416.0,20615337,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Camino al CorazÃ³n,Fray J. Santa MarÃ­a de Oro 2760,,4778249,publicaciones@caminoalcorazon.com,https://www.caminoalcorazon.com/
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Capin, Editorial",Paraguay 1535,1061.0,48721329,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Carlos Lungarini,Per? 359,1067.0,43430880,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Carpetas De Derecho S.A.,Lavalle 1290,1048.0,4382406,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Casassa Y Lorenzo Libreros Sa,Av. Alvarez Jonte 4461/65,1407.0,45014848,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Castellano Libros,Nazca 4817,1419.0,43736169,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Castinver Sa,Av. Corrientes 415,1043.0,,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Catapulta,Donado 4694 / 98,1430.0,45472780,,www.catapulta.net
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cathedra Juridica,Lavalle 1280,1048.0,43824780,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Celtia,Maure 1653,1426.0,47710085,,www.gedisa.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cengage Learning Argentina,Santos Dumont 3429,,45820601,mariela.costantino@cengage.com,www.cengage.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro de Publicaciones Educativas y Material DidÃ¡ctico - NOVEDUC,Av. Corrientes 4345,1195.0,52782200,,https://www.noveduc.com
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Editor Contemporaneo,Chacabuco 1185,1069.0,43074248,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Centro Latinoamericano De Comercio S.A,Charcas 2983,1425.0,48211410,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cepa - Ciudad Argentina,Av. CÃ³rdoba 1255,1055.0,48114250,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Certeza,Bernardo De Irigoyen 650,1072.0,43316651,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Cia. Naviera Ilimitada Editores,E.S. Discepolo 1862,1051.0,6285484,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciencia Y Tecnica Libros,Tacuari 1334,1139.0,43004253,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo De Lectores,Av. Rivadavia 1122,1033.0,43003778,,
2000010,2,2000,Editoriales de Libros,Ciudad AutÃ³noma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Circulo Latino Austral,Av. Caseros 1573,1152.0,43052400,,www.circulolatino.com.ar
